"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family","Genus"
"903","WT5",0.00266780493010351,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"1355","WT5",0.00266780493010351,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp25","Unassigned","Unassigned","Other"
"1626","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1653","WT5",0.00266780493010351,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Other"
"1846","WT5",0.00266780493010351,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2020","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2241","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Other"
"2347","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3044","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Other"
"3202","WT5",0.00266780493010351,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"3460","WT5",0.00266780493010351,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Other"
"3637","WT5",0.00266780493010351,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other"
"3673","WT5",0.00266780493010351,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"17","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"85","KO4",0.00262425864693224,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"152","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"558","KO4",0.00262425864693224,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"1288","KO4",0.00262425864693224,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1391","KO4",0.00262425864693224,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp5","Unassigned","Unassigned","Other"
"1660","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"2088","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Methylophilales","Methylophilaceae","Other"
"2790","KO4",0.00262425864693224,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2902","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"3136","KO4",0.00262425864693224,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Other"
"3491","KO4",0.00262425864693224,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"3650","KO4",0.00262425864693224,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other"
"88","WT2",0.00260504858415609,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"229","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"355","WT2",0.00260504858415609,"WT","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Other"
"378","WT2",0.00260504858415609,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"432","WT2",0.00260504858415609,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"608","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"695","WT2",0.00260504858415609,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"731","WT2",0.00260504858415609,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"877","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"897","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other"
"915","WT2",0.00260504858415609,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"1587","WT2",0.00260504858415609,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Other"
"2710","WT2",0.00260504858415609,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"2786","WT2",0.00260504858415609,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3208","WT2",0.00260504858415609,"WT","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Other"
"87","KO5",0.00256739409499358,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Other"
"335","KO5",0.00256739409499358,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"541","KO5",0.00256739409499358,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"600","KO5",0.00256739409499358,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"892","KO5",0.00256739409499358,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other"
"1357","KO5",0.00256739409499358,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp25","Unassigned","Unassigned","Other"
"1375","KO5",0.00256739409499358,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Other"
"1388","KO5",0.00256739409499358,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp5","Unassigned","Unassigned","Other"
"1425","KO5",0.00256739409499358,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Other"
"2070","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"2357","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"2517","KO5",0.00256739409499358,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Other"
"3439","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Other"
"3551","KO5",0.00256739409499358,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"232","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"330","KO3",0.00256732818156145,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"905","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"1004","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1102","KO3",0.00256732818156145,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1251","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Other"
"1389","KO3",0.00256732818156145,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp5","Unassigned","Unassigned","Other"
"1600","KO3",0.00256732818156145,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Other"
"1849","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1867","KO3",0.00256732818156145,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Other"
"1876","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Gracilibacteraceae","Other"
"1891","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Other"
"2065","KO3",0.00256732818156145,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Other"
"2498","KO3",0.00256732818156145,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"2701","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"3562","KO3",0.00256732818156145,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"3625","KO3",0.00256732818156145,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae","Other"
"3821","KO3",0.00256732818156145,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"3","KO6",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"5","WT5",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"9","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"145","KO5",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"148","WT5",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"154","KO6",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"156","KO3",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"157","OE5",0,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"158","WT6",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"159","WT2",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"161","WT1",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"162","KO2",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcaceae","Other"
"218","WT5",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"223","WT6",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"230","OE1",0,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"233","OE4",0,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Other"
"289","KO3",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"292","WT5",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"295","KO4",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"298","WT6",0,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"300","KO6",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"301","KO5",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"305","KO2",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"306","KO1",0,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Other"
"331","KO4",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"334","KO1",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"338","WT2",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"341","KO6",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"342","KO2",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"348","OE5",0,"OE","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Other"
"361","WT3",0,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"368","KO1",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"369","KO4",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"371","KO6",0,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"374","WT4",0,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Other"
"415","WT5",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"417","KO4",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"418","WT3",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"423","KO3",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"424","OE6",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"425","WT1",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"427","KO2",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"428","WT4",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"430","OE4",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Alcaligenaceae","Other"
"506","WT2",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"508","KO3",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"509","WT5",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"512","KO5",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"518","OE5",0,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"520","KO4",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Other"
"555","KO1",0,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Other"
"650","KO5",0,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Other"
"721","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"723","OE3",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"725","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"726","WT5",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"727","OE5",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"728","KO4",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"729","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"730","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"732","WT3",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"734","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"736","KO3",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"737","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"738","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"759","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"761","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"763","WT5",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"772","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Other"
"794","WT1",0,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"798","KO5",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"799","KO4",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"800","KO1",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"802","OE6",0,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"803","WT2",0,"WT","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"806","KO2",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"807","KO3",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"809","KO6",0,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Other"
"814","WT5",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"819","WT1",0,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"822","KO4",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"828","KO3",0,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Chlamydiaceae","Other"
"869","WT4",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"870","KO5",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"871","OE4",0,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"876","KO6",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"881","KO3",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"882","KO2",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Other"
"894","KO6",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Other"
"904","OE3",0,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"906","KO4",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"908","WT1",0,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"909","KO5",0,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other"
"977","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"981","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"988","KO2",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Other"
"995","KO4",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1000","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1002","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1008","KO2",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Other"
"1108","WT2",0,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1115","OE4",0,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Other"
"1135","KO3",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1136","KO2",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1137","WT1",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1138","OE3",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1140","WT2",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1142","KO1",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1143","KO5",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1144","OE2",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1145","WT4",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1146","WT3",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1147","WT6",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1149","WT5",0,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1151","OE5",0,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1152","KO6",0,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other"
"1173","WT1",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Other"
"1281","OE3",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1285","WT2",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1286","WT1",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1291","WT3",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1295","OE2",0,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Other"
"1315","KO5",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1316","KO6",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1320","OE2",0,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1321","OE4",0,"OE","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1322","WT1",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1325","KO2",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1329","KO1",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1330","KO3",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1332","KO4",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp11","Unassigned","Unassigned","Other"
"1364","KO3",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp25","Unassigned","Unassigned","Other"
"1423","WT5",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Other"
"1436","KO3",0,"KO","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Other"
"1439","WT2",0,"WT","Bacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Other"
"1441","KO5",0,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1442","WT5",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1444","KO1",0,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1446","WT2",0,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1447","OE5",0,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1453","KO6",0,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1458","OE4",0,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Other"
"1482","WT6",0,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1483","KO3",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1487","KO6",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1489","KO5",0,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Other"
"1586","KO5",0,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Other"
"1622","OE2",0,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1628","KO5",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1636","KO3",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1637","KO1",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1638","WT2",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Other"
"1658","WT4",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1662","KO5",0,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1664","WT3",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
"1674","WT2",0,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Other"
