"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"680","KO1",0.0210640346653828,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"26","OE5",0.0210115563559958,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"39","OE5",0.0210115563559958,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"574","OE5",0.0210115563559958,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1683","OE5",0.0210115563559958,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1376","KO4",0.0209940691754579,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1471","WT2",0.0208403886732488,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1470","KO5",0.0205391527599487,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"40","KO3",0.0205386254524916,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"1502","KO3",0.0205386254524916,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"1228","OE3",0.0202125202125202,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"780","KO2",0.019371800193718,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"791","WT3",0.0191398025866076,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"570","WT3",0.0191398025866076,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"559","WT4",0.0189609404626469,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1231","WT4",0.0189609404626469,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1504","WT4",0.0189609404626469,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"1002","WT6",0.0188192278739649,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1807","WT6",0.0188192278739649,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"253","OE6",0.0187213329589067,"OE","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"457","OE6",0.0187213329589067,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1051","OE6",0.0187213329589067,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"73","WT1",0.0187170779967379,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"1005","WT1",0.0187170779967379,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"208","WT5",0.0186746345107246,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"254","OE1",0.0184973949502112,"OE","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"847","OE1",0.0184973949502112,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1212","OE1",0.0184973949502112,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1686","OE1",0.0184973949502112,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"292","KO4",0.0183698105285257,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"429","KO4",0.0183698105285257,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"200","WT2",0.0182353400890927,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"294","WT2",0.0182353400890927,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"70","OE4",0.0182138303685265,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"991","OE4",0.0182138303685265,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"126","OE2",0.0180788236712065,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1255","OE2",0.0180788236712065,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"125","KO1",0.0180548868560424,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1684","KO1",0.0180548868560424,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"371","OE5",0.0180099054479964,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"304","KO3",0.0179712972709301,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1688","KO3",0.0179712972709301,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1244","OE3",0.0173250173250173,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1549","OE3",0.0173250173250173,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1808","KO2",0.016604400166044,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"332","WT4",0.0162522346822688,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"687","KO6",0.0162399177177502,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1811","KO6",0.0162399177177502,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"28","WT6",0.0161307667491128,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1245","WT6",0.0161307667491128,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1384","WT6",0.0161307667491128,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1756","WT1",0.0160432097114896,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"179","WT5",0.0160068295806211,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"993","WT5",0.0160068295806211,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1506","WT5",0.0160068295806211,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"671","KO4",0.0157455518815935,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1143","KO4",0.0157455518815935,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1232","KO4",0.0157455518815935,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1000","WT2",0.0156302915049366,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"374","OE6",0.0156011107990889,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1128","OE6",0.0156011107990889,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1223","OE6",0.0156011107990889,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1566","OE6",0.0156011107990889,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"163","OE1",0.0154144957918426,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"494","OE1",0.0154144957918426,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"534","OE1",0.0154144957918426,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"122","KO5",0.0154043645699615,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"424","KO5",0.0154043645699615,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"629","KO5",0.0154043645699615,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"653","KO5",0.0154043645699615,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1536","KO5",0.0154043645699615,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1242","OE4",0.0151781919737721,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1383","OE4",0.0151781919737721,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"29","KO1",0.015045739046702,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1036","KO1",0.015045739046702,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"537","OE5",0.015008254539997,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1118","OE5",0.015008254539997,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1233","OE5",0.015008254539997,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"164","OE3",0.0144375144375144,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"117","KO2",0.01383700013837,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1239","KO2",0.01383700013837,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"115","WT3",0.0136712875618626,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"529","WT3",0.0136712875618626,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"996","WT4",0.0135435289018907,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"167","WT4",0.0135435289018907,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"210","WT4",0.0135435289018907,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"466","WT4",0.0135435289018907,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1381","WT4",0.0135435289018907,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1257","KO6",0.0135332647647919,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"561","WT6",0.0134423056242607,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1210","WT6",0.0134423056242607,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"123","WT1",0.0133693414262413,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"269","WT1",0.0133693414262413,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"453","WT1",0.0133693414262413,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1131","WT1",0.0133693414262413,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1385","WT1",0.0133693414262413,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"463","WT5",0.0133390246505176,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"699","KO4",0.0131212932346612,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1030","KO4",0.0131212932346612,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1217","KO4",0.0131212932346612,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1251","KO4",0.0131212932346612,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"55","WT2",0.0130252429207805,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"261","WT2",0.0130252429207805,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"35","KO5",0.0128369704749679,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"461","KO5",0.0128369704749679,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"700","KO5",0.0128369704749679,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1253","KO5",0.0128369704749679,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"22","KO3",0.0128366409078072,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"689","KO3",0.0128366409078072,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1003","KO3",0.0128366409078072,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"783","OE6",0.0124808886392711,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1819","OE6",0.0124808886392711,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"84","OE1",0.0123315966334741,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"438","OE1",0.0123315966334741,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1508","OE1",0.0123315966334741,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"27","OE4",0.0121425535790177,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1497","OE4",0.0121425535790177,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"435","OE2",0.0120525491141376,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1380","OE2",0.0120525491141376,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1829","OE2",0.0120525491141376,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"328","KO1",0.0120365912373616,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"576","KO1",0.0120365912373616,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"778","KO1",0.0120365912373616,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1135","KO1",0.0120365912373616,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1220","KO1",0.0120365912373616,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"664","OE5",0.0120066036319976,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1821","OE5",0.0120066036319976,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"526","OE3",0.0115500115500115,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"560","OE3",0.0115500115500115,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"536","KO2",0.011069600110696,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"677","KO2",0.011069600110696,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1676","KO2",0.011069600110696,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1823","KO2",0.011069600110696,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"168","WT3",0.0109370300494901,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"442","WT3",0.0109370300494901,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1215","WT3",0.0109370300494901,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1369","WT3",0.0109370300494901,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"121","WT4",0.0108348231215125,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"259","WT4",0.0108348231215125,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"51","KO6",0.0108266118118335,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"114","KO6",0.0108266118118335,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"255","KO6",0.0108266118118335,"KO","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"1370","KO6",0.0108266118118335,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1759","KO6",0.0108266118118335,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"488","WT6",0.0107538444994085,"WT","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"538","WT1",0.0106954731409931,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"567","WT1",0.0106954731409931,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"673","WT1",0.0106954731409931,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1043","WT1",0.0106954731409931,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1512","WT1",0.0106954731409931,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"521","KO4",0.010497034587729,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Other"
"790","KO4",0.010497034587729,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"992","KO4",0.010497034587729,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1091","KO4",0.010497034587729,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1687","KO4",0.010497034587729,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"21","WT2",0.0104201943366244,"WT","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"333","WT2",0.0104201943366244,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1447","WT2",0.0104201943366244,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1511","WT2",0.0104201943366244,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"1733","WT2",0.0104201943366244,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"207","KO5",0.0102695763799743,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"297","KO5",0.0102695763799743,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1747","KO5",0.0102695763799743,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"533","KO3",0.0102693127262458,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"329","OE6",0.00936066647945334,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"569","OE6",0.00936066647945334,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1039","OE1",0.00924869747510559,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1061","OE1",0.00924869747510559,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1562","OE1",0.00924869747510559,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"83","OE4",0.00910691518426325,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"1221","OE4",0.00910691518426325,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"80","OE2",0.00903941183560323,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"451","OE2",0.00903941183560323,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"530","OE2",0.00903941183560323,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"684","OE2",0.00903941183560323,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"779","OE2",0.00903941183560323,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1045","OE2",0.00903941183560323,"OE","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1557","OE2",0.00903941183560323,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"180","KO1",0.00902744342802118,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"460","KO1",0.00902744342802118,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1552","KO1",0.00902744342802118,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1827","KO1",0.00902744342802118,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"336","OE5",0.0090049527239982,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1209","OE5",0.0090049527239982,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1553","OE5",0.0090049527239982,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"37","OE3",0.00866250866250866,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"82","OE3",0.00866250866250866,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"436","OE3",0.00866250866250866,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1056","KO2",0.008302200083022,"KO","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1382","KO2",0.008302200083022,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1505","KO2",0.008302200083022,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"72","WT3",0.00820277253711755,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"372","WT3",0.00820277253711755,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1035","WT3",0.00820277253711755,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1500","WT3",0.00820277253711755,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"439","WT4",0.00812611734113441,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"792","WT4",0.00812611734113441,"WT","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1062","WT4",0.00812611734113441,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1130","WT4",0.00812611734113441,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1207","WT4",0.00812611734113441,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"176","KO6",0.00811995885887512,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"431","KO6",0.00811995885887512,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"75","WT6",0.0080653833745564,"WT","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"204","WT6",0.0080653833745564,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1055","WT6",0.0080653833745564,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1057","WT1",0.00802160485574481,"WT","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Other"
"1679","WT1",0.00802160485574481,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"44","WT1",0.0080216048557448,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"562","WT5",0.00800341479031053,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1125","WT5",0.00800341479031053,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1234","WT5",0.00800341479031053,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1375","WT5",0.00800341479031053,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"468","KO4",0.00787277594079673,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"42","WT2",0.00781514575246828,"WT","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"532","WT2",0.00781514575246828,"WT","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1133","WT2",0.00781514575246828,"WT","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1386","WT2",0.00781514575246828,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"524","KO5",0.00770218228498074,"KO","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"120","KO3",0.00770198454468435,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"376","KO3",0.00770198454468435,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"86","OE6",0.00624044431963556,"OE","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"849","OE6",0.00624044431963556,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1742","OE6",0.00624044431963556,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"669","OE1",0.00616579831673706,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"789","OE1",0.00616579831673706,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1836","OE1",0.00616579831673706,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"205","OE4",0.00607127678950883,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"366","OE4",0.00607127678950883,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"446","OE4",0.00607127678950883,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"498","OE4",0.00607127678950883,"OE","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"539","OE4",0.00607127678950883,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"854","OE4",0.00607127678950883,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1027","OE4",0.00607127678950883,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1832","OE4",0.00607127678950883,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1029","OE2",0.00602627455706882,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1498","OE2",0.00602627455706882,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"441","KO1",0.00601829561868079,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1121","KO1",0.00601829561868079,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1501","KO1",0.00601829561868079,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"206","OE5",0.0060033018159988,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"433","OE5",0.0060033018159988,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"782","OE5",0.0060033018159988,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1496","OE5",0.0060033018159988,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Other"
"59","OE3",0.00577500577500577,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"776","OE3",0.00577500577500577,"OE","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"864","OE3",0.00577500577500577,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1117","OE3",0.00577500577500577,"OE","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
"1214","OE3",0.00577500577500577,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1371","OE3",0.00577500577500577,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"67","KO2",0.005534800055348,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"90","KO2",0.005534800055348,"KO","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Other"
"342","KO2",0.005534800055348,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"456","KO2",0.005534800055348,"KO","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"503","KO2",0.005534800055348,"KO","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Other"
"1041","KO2",0.005534800055348,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1120","KO2",0.005534800055348,"KO","Bacteria","Proteobacteria","Oligoflexia","Oligoflexales","Other"
