"","id","Abundance","Group","Kingdom","Phylum","Class","Order","Family"
"305","WT5",0.0560239035321737,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1158","WT5",0.0560239035321737,"WT","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1475","WT5",0.0560239035321737,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1459","KO4",0.0551094315855771,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1613","OE3",0.0548625548625549,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"842","OE2",0.0542364710136194,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1815","WT4",0.0541741156075627,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1312","KO1",0.0541646605681271,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"798","KO6",0.0541330590591674,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1760","OE5",0.0540297163439892,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"661","KO3",0.0539138918127904,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"799","WT5",0.0533560986020702,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1443","OE3",0.051975051975052,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"999","WT3",0.0519508927350778,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1546","WT4",0.0514654098271846,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"445","KO6",0.0514264061062091,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"470","KO6",0.0514264061062091,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"845","KO5",0.0513478818998716,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1448","OE2",0.051223333735085,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"865","KO1",0.0511555127587867,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"421","OE5",0.0510280654359898,"OE","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"795","WT1",0.0508034974197171,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1064","KO4",0.0498609142917126,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1614","KO4",0.0498609142917126,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"1689","WT2",0.0494959230989658,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"686","WT3",0.0492166352227053,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"806","KO5",0.0487804878048781,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1024","WT4",0.0487567040468064,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"614","KO6",0.0487197531532507,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1473","OE4",0.0485702143160707,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"339","OE4",0.0485702143160707,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1538","OE4",0.0485702143160707,"OE","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"702","WT6",0.0483923002473384,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1764","KO1",0.0481463649494463,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1007","KO1",0.0481463649494463,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"616","WT5",0.0480204887418632,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"640","KO4",0.0472366556447803,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1311","KO4",0.0472366556447803,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1547","KO4",0.0472366556447803,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1303","KO2",0.047045800470458,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1334","WT3",0.0464823777103328,"WT","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Other"
"624","KO3",0.0462119072681061,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"886","KO3",0.0462119072681061,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1535","KO6",0.0460131002002923,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1452","OE4",0.0455345759213163,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1804","WT1",0.0454557608492206,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"260","OE2",0.0451970591780161,"OE","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"994","OE2",0.0451970591780161,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"621","KO2",0.044278400442784,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1465","WT3",0.0437481201979602,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1678","WT3",0.0437481201979602,"WT","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1761","WT3",0.0437481201979602,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"19","OE6",0.0436831102374489,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1015","KO5",0.0436456996148909,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"766","KO5",0.0436456996148909,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"432","KO3",0.0436445790865446,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"1463","KO3",0.0436445790865446,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1809","KO3",0.0436445790865446,"KO","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1751","WT4",0.0433392924860502,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"69","OE1",0.0431605882171594,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1541","WT6",0.0430153779976342,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"1301","OE4",0.0424989375265618,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"427","KO1",0.0421280693307655,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"771","KO1",0.0421280693307655,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1294","KO1",0.0421280693307655,"KO","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Other"
"1539","OE5",0.0420231127119916,"OE","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"462","WT2",0.0416807773464975,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1074","KO5",0.0410783055198973,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1094","KO5",0.0410783055198973,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"615","WT4",0.040630586705672,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Other"
"1474","WT4",0.040630586705672,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1454","KO6",0.0405997942943756,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"657","OE6",0.0405628880776311,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1469","WT1",0.040108024278724,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"1090","OE1",0.0400776890587909,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"48","KO1",0.0391189215214251,"KO","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Other"
"690","KO1",0.0391189215214251,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1446","KO1",0.0391189215214251,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1461","KO2",0.038743600387436,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"311","KO5",0.0385109114249037,"KO","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1309","KO5",0.0385109114249037,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"474","KO3",0.0385099227234217,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1616","KO3",0.0385099227234217,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Sneathiellales","Other"
"660","WT3",0.0382796051732152,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"300","KO6",0.0378931413414172,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"784","KO6",0.0378931413414172,"KO","Bacteria","Ignavibacteriae","Ignavibacteria","Ignavibacteriales","Other"
"1219","KO6",0.0378931413414172,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1456","WT1",0.0374341559934758,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1814","WT5",0.0373492690214491,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"36","OE1",0.0369947899004224,"OE","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"1235","OE1",0.0369947899004224,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1254","OE1",0.0369947899004224,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1372","OE1",0.0369947899004224,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1016","KO4",0.0367396210570514,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"563","OE2",0.0361576473424129,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1229","OE2",0.0361576473424129,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1649","OE2",0.0361576473424129,"OE","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Other"
"1250","KO2",0.035976200359762,"KO","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1307","WT3",0.0355453476608427,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1817","WT3",0.0355453476608427,"WT","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1146","KO6",0.0351864883884588,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1472","WT6",0.0349499946230778,"WT","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Other"
"652","WT1",0.0347602877082275,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"473","WT5",0.0346814640913456,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"694","WT5",0.0346814640913456,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1085","WT5",0.0346814640913456,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"124","OE6",0.0343224437579956,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"177","KO4",0.0341153624101191,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"665","KO4",0.0341153624101191,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"649","OE1",0.0339118907420538,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1006","OE1",0.0339118907420538,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"666","WT2",0.0338656315940292,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1544","WT2",0.0338656315940292,"WT","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"572","OE4",0.0333920223422986,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"655","OE4",0.0333920223422986,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"469","KO5",0.0333761232349166,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"639","KO5",0.0333761232349166,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1240","KO3",0.0333752663602988,"KO","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1160","KO3",0.0333752663602988,"KO","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Other"
"1455","KO3",0.0333752663602988,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1531","KO3",0.0333752663602988,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"880","KO2",0.033208800332088,"KO","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1444","KO2",0.033208800332088,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"697","KO2",0.033208800332088,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1680","OE2",0.0331445100638785,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1377","KO1",0.0331006259027443,"KO","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1533","KO1",0.0331006259027443,"KO","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Other"
"695","WT4",0.0325044693645376,"WT","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1258","WT4",0.0325044693645376,"WT","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"61","KO6",0.0324798354355005,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"440","WT5",0.0320136591612421,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"326","OE3",0.0317625317625318,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"1083","OE3",0.0317625317625318,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1685","OE3",0.0317625317625318,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"1226","WT2",0.0312605830098731,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"540","OE6",0.0312022215981778,"OE","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Other"
"1378","OE6",0.0312022215981778,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1692","OE6",0.0312022215981778,"OE","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Other"
"338","OE1",0.0308289915836853,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"997","KO5",0.030808729139923,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1150","KO5",0.030808729139923,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1019","KO3",0.0308079381787374,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"201","KO3",0.0308079381787374,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1063","KO3",0.0308079381787374,"KO","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Other"
"1141","KO3",0.0308079381787374,"KO","Bacteria","Verrucomicrobia","Opitutae","Opitutales","Other"
"1224","KO3",0.0308079381787374,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"170","OE4",0.0303563839475442,"OE","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"455","OE4",0.0303563839475442,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1249","OE4",0.0303563839475442,"OE","Bacteria","Firmicutes","Clostridia","Clostridiales","Other"
"1762","OE4",0.0303563839475442,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1818","OE4",0.0303563839475442,"OE","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Other"
"1304","OE2",0.0301313727853441,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"262","WT3",0.0300768326360977,"WT","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Other"
"1004","OE5",0.030016509079994,"OE","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"33","KO6",0.0297731824825421,"KO","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Other"
"215","KO6",0.0297731824825421,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"659","WT6",0.0295730723733735,"WT","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1225","WT6",0.0295730723733735,"WT","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"109","WT6",0.0295730723733735,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"464","WT6",0.0295730723733735,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"1314","WT1",0.029412551137731,"WT","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1299","OE3",0.0288750288750289,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"486","KO4",0.0288668451162547,"KO","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Other"
"1441","KO4",0.0288668451162547,"KO","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Other"
"1310","KO3",0.0282406099971759,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"1752","KO3",0.0282406099971759,"KO","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"60","OE6",0.02808199943836,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"434","OE6",0.02808199943836,"OE","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Other"
"1037","OE6",0.02808199943836,"OE","Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Other"
"1227","OE6",0.02808199943836,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
"566","OE1",0.0277460924253168,"OE","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"423","KO2",0.02767400027674,"KO","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Other"
"465","WT3",0.0273425751237252,"WT","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Other"
"71","OE2",0.0271182355068097,"OE","Bacteria","Firmicutes","Bacilli","Bacillales","Other"
"334","OE2",0.0271182355068097,"OE","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Other"
