"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_361",20.5994018059987,34.2500879585347,"fun_ASV_361","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Unassigned","fun",0,0,0,0
"fun_ASV_362",30.6349262956044,0.701281293722265,"fun_ASV_362","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Micronematobotrys","Micronematobotrys_verrucosus_SH1573989.08FU","fun",1,0.00212765957446809,0,1
"fun_ASV_365",23.9925891842946,-21.7596233900122,"fun_ASV_365","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Criconematidae","Criconemoides","Unassigned","fun",1,0.0435911704693007,0,1
"fun_ASV_367",5.20001867865698,19.4611861646275,"fun_ASV_367","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.045817898225775,11.1971622398223,2
"fun_ASV_37",-23.8272470748694,10.0601723740065,"fun_ASV_37","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.0489379425239484,1422.82079479227,21
"fun_ASV_370",24.888388534371,28.4868081028347,"fun_ASV_370","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Unassigned","fun",0,0,0,0
"fun_ASV_371",27.9782754539256,4.8566110623646,"fun_ASV_371","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Unassigned","Unassigned","Unassigned","fun",1,0.00212765957446809,0,1
"fun_ASV_375",-5.29216268036223,34.1627513161453,"fun_ASV_375","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Ramophialophora","Unassigned","fun",0,0,0,0
"fun_ASV_377",-21.9296254690171,21.6891084058948,"fun_ASV_377","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella_oligospora_SH1545678.08FU","fun",14,0.0490810359231412,302.346103583104,14
"fun_ASV_378",13.4661044891349,16.4700539010786,"fun_ASV_378","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unassigned","Unassigned","Unassigned","fun",1,0.0443898753305629,0,1
"fun_ASV_38",-0.509585272533629,-17.7106297098051,"fun_ASV_38","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Unassigned","fun",16,0.0490810359231412,1032.7945705584,16
"fun_ASV_383",19.4976443540544,-29.2247072512045,"fun_ASV_383","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0447874976176863,29.4254668056999,2
"fun_ASV_389",37.5091335423896,-0.120197592939835,"fun_ASV_389","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_39",-15.8065795788353,-9.48141309715153,"fun_ASV_39","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",10,0.0487956810631229,416.584505468264,10
"fun_ASV_393",-0.38482299821699,-6.8324843276526,"fun_ASV_393","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0474843402707618,7.91647554263894,2
"fun_ASV_397",-26.1563820297227,-9.583369229347,"fun_ASV_397","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0464610517991301,0,1
"fun_ASV_4",10.769427639637,-15.5861326918078,"fun_ASV_4","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum_SH1190764.08FU","fun",4,0.0449588674191697,1032.02035559548,4
"fun_ASV_406",-9.75685534440189,3.99318545753317,"fun_ASV_406","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.0489787411421426,414.740122301853,16
"fun_ASV_408",38.1696334078373,14.8424681628016,"fun_ASV_408","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_41",23.0863756673131,19.5004603607715,"fun_ASV_41","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Unassigned","Unassigned","Unassigned","fun",1,0.00212765957446809,0,1
"fun_ASV_413",9.93238664776505,20.1887537323519,"fun_ASV_413","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.0486139842780306,1236.94412263355,8
"fun_ASV_418",34.0280662781582,-24.2509314300879,"fun_ASV_418","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_42",8.43158328579668,-0.976689211740109,"fun_ASV_42","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",14,0.0485637528414962,221.751729937473,14
"fun_ASV_421",38.7174499232311,-11.3164879248661,"fun_ASV_421","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Chlamydomonas_applanata_SH1603540.08FU","fun",0,0,0,0
"fun_ASV_425",-15.1722720289617,-6.37950268193329,"fun_ASV_425","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",4,0.0483141447368421,28.4663844168587,4
"fun_ASV_43",17.0467895448797,-23.6017183961908,"fun_ASV_43","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.0450191570881226,48.0959954805282,3
"fun_ASV_431",20.392996625903,27.2530157866183,"fun_ASV_431","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_433",12.5369263980137,35.3865453353886,"fun_ASV_433","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gliocladiopsis","Unassigned","fun",0,0,0,0
"fun_ASV_44",-27.8639239746372,-23.8553173338847,"fun_ASV_44","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",3,0.0462052693668895,19.6376891751141,3
"fun_ASV_445",-26.620218351771,27.7836050133261,"fun_ASV_445","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0472266881028939,2.54517967031304,2
"fun_ASV_45",-6.04981477223311,-12.4476907237665,"fun_ASV_45","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_elongata_SH1557020.08FU","fun",30,0.0495571488823281,2104.53660539298,30
"fun_ASV_454",-15.142049438064,14.5952976331608,"fun_ASV_454","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",40,0.0497881355932203,2067.28482238393,40
"fun_ASV_457",29.8142162012671,-21.8376201939422,"fun_ASV_457","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Unassigned","fun",0,0,0,0
"fun_ASV_46",7.51195321272265,35.4085759696158,"fun_ASV_46","fun","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Unassigned","fun",0,0,0,0
"fun_ASV_464",26.4421520809103,27.0657861985479,"fun_ASV_464","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_47",15.6737781766458,36.3731186423548,"fun_ASV_47","fun","Metazoa","Arthropoda","Collembola","Unassigned","Bourletiellidae","Bourletiella","Unassigned","fun",0,0,0,0
"fun_ASV_48",3.50048232932865,39.3470924231929,"fun_ASV_48","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_484",21.9689687697787,-20.7606652468295,"fun_ASV_484","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",1,0.0451836185348971,0,1
"fun_ASV_485",9.10189018409083,-32.8036636139997,"fun_ASV_485","fun","Metazoa","Annelida","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0444066515495087,0,1
"fun_ASV_487",10.0971039536232,-25.8177173235703,"fun_ASV_487","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0468968269806426,795.655910164036,4
"fun_ASV_49",15.495934089986,33.1865394138862,"fun_ASV_49","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","Fusicolla_aquaeductuum_SH1546339.08FU","fun",0,0,0,0
"fun_ASV_5",-11.6585157817799,17.2144610343922,"fun_ASV_5","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",37,0.0495049504950495,769.744020610921,37
"fun_ASV_50",-10.9906043898472,38.1312038746589,"fun_ASV_50","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_502",23.479959260016,-24.5336019949843,"fun_ASV_502","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0444234404536862,0,1
"fun_ASV_507",10.9675055551281,38.2761965268315,"fun_ASV_507","fun","Protista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_51",-31.7531381157525,12.9693050440893,"fun_ASV_51","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0480179812014712,7.26515335770854,4
"fun_ASV_515",-10.4106081553117,-29.5036140523865,"fun_ASV_515","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Unassigned","Unassigned","Unassigned","fun",8,0.0482348111658456,2645.34861891564,8
"fun_ASV_519",33.9084020875206,-11.3417790265537,"fun_ASV_519","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum_spirotrichum_SH1800595.08FU","fun",0,0,0,0
"fun_ASV_52",18.2198514368368,33.1510773824044,"fun_ASV_52","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_520",-17.8185858869986,-4.87177191533871,"fun_ASV_520","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",4,0.0479493980820241,10.5996416320078,4
"fun_ASV_523",18.2821805664684,-32.0487959713416,"fun_ASV_523","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0478030919446705,147.03083448496,2
"fun_ASV_53",1.20176697628857,33.6732136212909,"fun_ASV_53","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_531",15.8222334035909,12.9178186952505,"fun_ASV_531","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Unassigned","fun",1,0.00213218648919617,0,1
"fun_ASV_54",41.040432081138,0.22318565336467,"fun_ASV_54","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Cyrtohymena","Unassigned","fun",0,0,0,0
"fun_ASV_541",-3.55102764336851,13.3680823323431,"fun_ASV_541","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.0487450736361751,447.303381658898,7
"fun_ASV_543",2.80378466207504,10.1308213569139,"fun_ASV_543","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0464335111638016,0,1
"fun_ASV_544",-26.1729381673312,-15.9057471590445,"fun_ASV_544","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0477739377922342,49.8052418922833,4
"fun_ASV_547",31.3932537661183,-23.4246734406209,"fun_ASV_547","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_559",36.1252415244897,-12.781897452973,"fun_ASV_559","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_56",-12.6871070343927,-8.94003994192762,"fun_ASV_56","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",12,0.0486139842780306,330.776347141392,12
"fun_ASV_57",22.7207453990866,7.01665562347902,"fun_ASV_57","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",3,0.0452968388589052,1350.5,3
"fun_ASV_576",1.22322062391137,37.5792760010703,"fun_ASV_576","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_578",-6.03944428705397,-16.7657668663656,"fun_ASV_578","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",32,0.0490912889074577,1770.4013526175,32
"fun_ASV_58",2.61708754620972,6.85931477348579,"fun_ASV_58","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0470376301040833,38.3543853061063,2
"fun_ASV_585",38.5759311621701,-2.62599211291694,"fun_ASV_585","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",0,0,0,0
"fun_ASV_589",15.670342231911,-31.6406054016462,"fun_ASV_589","fun","unidentified","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0453492859899653,452,2
"fun_ASV_59",-23.8424473995478,-13.8790535440941,"fun_ASV_59","fun","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Unassigned","Unassigned","Unassigned","fun",6,0.0479591836734694,1340.54532471922,6
"fun_ASV_593",-28.9656834490249,-20.809701131159,"fun_ASV_593","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",2,0.0458089668615984,18.7518929967325,2
"fun_ASV_595",-5.01929218311044,-26.3665937392871,"fun_ASV_595","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.0478420195439739,1283.84871445269,8
"fun_ASV_596",-2.60988075999384,34.8187254810316,"fun_ASV_596","fun","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula_diobovata_SH1181866.08FU","fun",0,0,0,0
"fun_ASV_6",-21.4523447907283,-13.7487186234477,"fun_ASV_6","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",6,0.0483837759934116,89.0085588600736,6
"fun_ASV_600",20.6078709842533,-31.6526876405488,"fun_ASV_600","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0439745508982036,0,1
"fun_ASV_608",14.7566826527162,-4.38585282808178,"fun_ASV_608","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",58,0.0499893639651138,4275.58558140208,58
"fun_ASV_61",-28.0030079295747,-11.3954765222486,"fun_ASV_61","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS07","Unassigned","Unassigned","Unassigned","fun",1,0.0450623202301055,0,1
"fun_ASV_63",3.82304906394576,-25.0452868969919,"fun_ASV_63","fun","Alveolata","Ciliophora","Spirotrichea","Sporadotrichida","Oxytrichidae","Unassigned","Unassigned","fun",3,0.0462962962962963,2384.83548980276,3
"fun_ASV_640",-19.9897801793637,-3.87289552236276,"fun_ASV_640","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Gibberella_tricincta_SH1517618.08FU","fun",1,0.0472741903037618,0,1
"fun_ASV_66",-0.844495949335769,4.01608564484996,"fun_ASV_66","fun","Fungi","Ascomycota","Sordariomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.0466825586015097,0,1
"fun_ASV_67",25.6572088037,-25.1273546445497,"fun_ASV_67","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",1,0.0437942601565412,0,1
"fun_ASV_677",-18.2800393655264,12.4598256915533,"fun_ASV_677","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",33,0.0494632708903389,2847.38275497265,33
"fun_ASV_68",-19.2013290149206,20.6320347472677,"fun_ASV_68","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",63,0.0503751339764201,3752.79583138222,63
"fun_ASV_689",-21.777864019542,15.2548755690317,"fun_ASV_689","fun","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Unassigned","Unassigned","fun",35,0.049609457462529,1235.45344548292,35
"fun_ASV_69",-24.065955801736,-19.9192425282312,"fun_ASV_69","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",5,0.0479396164830681,665.127919949519,5
"fun_ASV_7",16.232003694787,-28.8390162238496,"fun_ASV_7","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",3,0.0454985479186834,229.972543304417,3
"fun_ASV_70",28.5086251763447,14.3946210589057,"fun_ASV_70","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",1,0.00212765957446809,0,1
"fun_ASV_708",21.8660959873537,-28.4547757210374,"fun_ASV_708","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0438187581577475,785.294839200601,2
"fun_ASV_709",-20.560232452148,-31.3684765549533,"fun_ASV_709","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",5,0.0478907682901977,311.93930365045,5
"fun_ASV_71",-27.0840890314761,5.55428556414591,"fun_ASV_71","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",9,0.0487653040049803,132.456967322479,9
"fun_ASV_718",-1.93009752559711,38.3216227294649,"fun_ASV_718","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Rosulabryum","Rosulabryum_capillare_SH1221498.08FU","fun",0,0,0,0
"fun_ASV_72",-8.02954524478436,8.98587227243216,"fun_ASV_72","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",18,0.0487147595356551,1721.63730524003,18
"fun_ASV_732",0.153229632403875,36.0999168834831,"fun_ASV_732","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_74",-31.5304317846467,15.9463974887792,"fun_ASV_74","fun","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unassigned","fun",4,0.0473027375201288,115.156404803527,4
"fun_ASV_76",-16.2895590974782,20.6973892807582,"fun_ASV_76","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",62,0.0500959283734811,2514.3648809119,62
"fun_ASV_77",41.6881962245934,-3.11211832708459,"fun_ASV_77","fun","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica_SH1565595.08FU","fun",0,0,0,0
"fun_ASV_78",22.0684117932426,31.53334644009,"fun_ASV_78","fun","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_79",8.07135102408773,-9.41582500153587,"fun_ASV_79","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",4,0.0479493980820241,11.63677202486,4
"fun_ASV_8",-16.0332027848123,12.248441957455,"fun_ASV_8","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",29,0.0495153813737885,4302.41136100448,29
"fun_ASV_80",0.351006387087999,0.358504205363648,"fun_ASV_80","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0473122609220858,0.616067338247096,2
"fun_ASV_83",-4.20431008998652,22.8721194848213,"fun_ASV_83","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0482249127847322,14.0783248431645,4
"fun_ASV_84",19.5457071175203,-18.7035339708096,"fun_ASV_84","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.0448131197559115,378.134859942777,2
"fun_ASV_847",-18.2115231386233,15.3715229480635,"fun_ASV_847","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",40,0.0495676017717781,971.371561498011,40
"fun_ASV_85",15.4025482159771,-1.09330763822175,"fun_ASV_85","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.0490196078431373,1516.47040465458,21
"fun_ASV_86",19.4178882975585,22.0276638429789,"fun_ASV_86","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.00212765957446809,0,1
"fun_ASV_89",1.50707146327857,2.85840919864483,"fun_ASV_89","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","Unassigned","fun",2,0.0472077139413419,2.11835263145221,2
"fun_ASV_9",1.13889570953577,39.7375877076339,"fun_ASV_9","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_91",14.0001708678484,-9.07491703266835,"fun_ASV_91","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.0478907682901977,2.9849134464668,4
"fun_ASV_921",3.2418251497311,38.0098032306228,"fun_ASV_921","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_93",-3.76169084646483,-31.1659859968432,"fun_ASV_93","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.048155737704918,345.977908950499,5
"fun_ASV_95",7.4771736589152,-24.1056675041822,"fun_ASV_95","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",4,0.0465162311955661,387.225088837238,4
"fun_ASV_97",-16.219292977875,36.7630560788853,"fun_ASV_97","fun","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Terramycetaceae","Boothiomyces","Boothiomyces_macroporosum_SH1511112.08FU","fun",0,0,0,0
"fun_ASV_98",-9.92950304099477,34.9221944291995,"fun_ASV_98","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_99",18.1023376508255,-2.5030477267941,"fun_ASV_99","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.0487349647449191,670.247255087261,21
