#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_5279	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	Marvinbryantia_formatexigens
OTU_5295	Bacteria	Proteobacteria	Clostridia	Clostridiales	Acetobacteraceae	Parcubacteria_genera_incertae_sedis	Dehalococcoides_mccartyi
OTU_5284	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_ginsengarvi
OTU_5294	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alteromonadaceae	Saccharibacteria_genera_incertae_sedis	Rheinheimera_arenilitoris
OTU_5291	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus_ferrooxydans
OTU_5298	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Caldithrix	Thermogutta_hypogea
OTU_5293	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Oceanibaculum	Oceanibaculum_pacificum
OTU_5290	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix	Thermosporothrix_hazakensis
OTU_5305	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Flavobacterium	Mangroviflexus_xiamenensis
OTU_5288	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella	Reyranella_graminifolii
OTU_5297	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nitrospiraceae	Thermodesulfovibrio	Thermus_thermophilus
OTU_5300	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter_anxifer
OTU_5301	Bacteria	Cyanobacteria	Cyanobacteria	Unassigned	Family_I	GpI	Prochlorothrix_hollandica
OTU_5299	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Aquamicrobium_aerolatum
OTU_5302	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Rhodoplanes_elegans
OTU_5312	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Gemmata	Gemmata_obscuriglobus
OTU_5303	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_5274	Bacteria	Chloroflexi	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Dehalococcoides	Dehalococcoides_mccartyi
OTU_5307	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_5311	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Acetobacteroides	Acetobacteroides_hydrogenigenes
OTU_5309	Bacteria	candidate_division_WPS-1	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	WPS-1_genera_incertae_sedis	Tepidisphaera_mucosa
OTU_5306	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Thermomonosporaceae	Actinoallomurus	Actinoallomurus_luridus
OTU_5308	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas/Armatimonadetes_gp1	Armatimonas_rosea
OTU_5315	Bacteria	Proteobacteria	Alphaproteobacteria	Clostridiales	Aquificales_incertae_sedis	Thermosulfidibacter	Thermosulfidibacter_takaii
OTU_5310	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Labrys	Labrys_wisconsinensis
OTU_5314	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter_seleniigenes
OTU_5296	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_bauzanensis
OTU_5285	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_tarbellica
OTU_5313	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Phaselicystis	Phaselicystis_flava
OTU_5316	Bacteria	Proteobacteria	Gammaproteobacteria	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	Thermosporothrix_hazakensis
OTU_5317	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus
OTU_5326	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	Coraliomargarita_akajimensis
OTU_5321	Bacteria	Proteobacteria	Alphaproteobacteria	Lactobacillales	Rhodospirillaceae	Armatimonas/Armatimonadetes_gp1	Sulfurimonas_autotrophica
OTU_5327	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mariniflexile	Mariniflexile_soesokkakense
OTU_5331	Bacteria	Parcubacteria	Unassigned	Unassigned	Unassigned	Parcubacteria_genera_incertae_sedis	Unassigned
OTU_5318	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter	Acidiferrobacter_thiooxydans
OTU_5324	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter_arvalis
OTU_5333	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga_costaii
OTU_5328	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter_marinus
OTU_5350	Bacteria	Proteobacteria	Gammaproteobacteria	Myxococcales	Verrucomicrobiaceae	Parcubacteria_genera_incertae_sedis	Francisella_tularensis_subsp._mediasiatica
OTU_5332	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_hydrogeniphilus
OTU_5320	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Geobacter	Rhizomicrobium_electricum
OTU_5335	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	Ferrovibrio_denitrificans
OTU_5334	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Kaistia	Kaistia_adipata
OTU_5340	Bacteria	Latescibacteria	Unassigned	Unassigned	Unassigned	Latescibacteria_genera_incertae_sedis	Unassigned
OTU_5337	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta
OTU_5336	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Thermincola	Thermincola_ferriacetica
OTU_5348	Bacteria	Proteobacteria	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus_thermophilum
OTU_5346	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Geobacter	Geobacter_anodireducens
OTU_5342	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Desulfuromusa_ferrireducens
OTU_5339	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans
OTU_5347	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_tokyonensis
OTU_5354	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Nitrolancea_hollandica
OTU_5338	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	Roseomonas_gilardii_subsp._rosea
OTU_5352	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5343	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_5355	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pontibacter	Phaeocystidibacter_luteus
OTU_5353	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Diplorickettsia_massiliensis
OTU_5351	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
OTU_5360	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Reyranella	Reyranella_graminifolii
OTU_5349	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_endophyticus
OTU_5356	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	Dokdonella_koreensis
OTU_5364	Bacteria	Proteobacteria	Alphaproteobacteria	Alteromonadales	Desulfobacteraceae	Saccharibacteria_genera_incertae_sedis	Legionella_busanensis
OTU_5368	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_hongkongensis
OTU_5366	Bacteria	Proteobacteria	Gammaproteobacteria	Rhizobiales	Sinobacteraceae	Pseudochelatococcus	Pseudochelatococcus_lubricantis
OTU_5361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_simplex
OTU_5358	Bacteria	Proteobacteria	Alphaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_pfennigii
OTU_5370	Bacteria	Ignavibacteriae	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	Ignavibacterium_album
OTU_5365	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora	Hydrogenispora_ethanolica
OTU_5369	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Desulfoglaeba_alkanexedens
OTU_5373	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_ochraceum
OTU_5374	Bacteria	Acidobacteria	Acidobacteria_Gp22	Unassigned	Unassigned	Gp22	Unassigned
OTU_5381	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_bauzanensis
OTU_5380	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter_luojiensis
OTU_5362	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Povalibacter	Povalibacter_uvarum
OTU_5359	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	Roseiflexus_castenholzii
OTU_5383	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5379	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_thermocloacae
OTU_5394	Bacteria	Proteobacteria	Gammaproteobacteria	Clostridiales	Campylobacteraceae	Spiroplasma	Caldisericum_exile
OTU_5376	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Actinopolymorpha	Actinopolymorpha_alba
OTU_5389	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum_lentocellum
OTU_5388	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned
OTU_5386	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_2	Desulfotomaculum	Desulfotomaculum_intricatum
OTU_5392	Bacteria	Proteobacteria	Clostridia	Clostridiales	Nannocystaceae	Nannocystis	Nannocystis_exedens
OTU_5390	Bacteria	Chloroflexi	Actinobacteria	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea_aerophila
OTU_5387	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Diplorickettsia	Diplorickettsia_massiliensis
OTU_5401	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_hongkongensis
OTU_5404	Bacteria	Proteobacteria	Gammaproteobacteria	Rhodospirillales	Desulfobacteraceae	Parcubacteria_genera_incertae_sedis	Reyranella_graminifolii
OTU_5400	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Leeia	Leeia_oryzae
OTU_5397	Bacteria	Actinobacteria	Actinobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Ammonifex_thiophilus
OTU_5399	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Marivirga_tractuosa
OTU_5403	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5393	Bacteria	Acidobacteria	Acidobacteria_Gp3	Unassigned	Unassigned	Gp3	Paludibaculum_fermentans
OTU_5396	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Limisphaera_ngatamarikiensis
OTU_5398	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_darwinianus
OTU_5395	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Phreatobacter	Phreatobacter_oligotrophus
OTU_5407	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Gp22	Pelobacter_acetylenicus
OTU_5409	Bacteria	Parcubacteria	Flavobacteriia	Flavobacteriales	Spirochaetaceae	Parcubacteria_genera_incertae_sedis	Francisella_tularensis_subsp._mediasiatica
OTU_5408	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Salinispira_pacifica
OTU_5405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassobaculum	Thalassobaculum_litoreum
OTU_5413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Methylocapsa	Methylocapsa_aurea
OTU_5402	Bacteria	Verrucomicrobia	Subdivision3	Bdellovibrionales	Bdellovibrionaceae	Subdivision3_genera_incertae_sedis	Bdellovibrio_exovorus
OTU_5418	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Desulfobacteraceae	Saccharibacteria_genera_incertae_sedis	Desulfobacter_postgatei
OTU_5432	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Parcubacteria_genera_incertae_sedis	Thermotoga_maritima
OTU_5414	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_incertae_sedis	Syntrophorhabdaceae	Syntrophorhabdus	Syntrophorhabdus_aromaticivorans
OTU_5421	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5425	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5415	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Litorilinea_aerophila
OTU_5426	Bacteria	Parcubacteria	Clostridia	Clostridiales	Nautiliaceae	Parcubacteria_genera_incertae_sedis	Helicobacter_suis
OTU_5423	Bacteria	Proteobacteria	Deltaproteobacteria	Chlamydiales	Chlamydiaceae	Acidithiobacillus	Acidithiobacillus_albertensis
OTU_5419	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Litoribaculum_gwangyangense
OTU_5411	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Thermaerobacter_composti
OTU_5412	Bacteria	Proteobacteria	Deltaproteobacteria	Clostridiales	Deinococcaceae	Deinococcus	Deferribacter_thermophilus
OTU_5431	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Telmatospirillum	Telmatospirillum_siberiense
OTU_5433	Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Caldimicrobium_rimae
OTU_5424	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XII	Fusibacter	Fusibacter_tunisiensis
OTU_5428	Bacteria	Proteobacteria	Gammaproteobacteria	Actinomycetales	Enterobacteriaceae	Chthonomonas/Armatimonadetes_gp3	Cardiobacterium_valvarum
OTU_5434	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira_variabilis
OTU_5436	Bacteria	Verrucomicrobia	Subdivision5	Verrucomicrobiales	Verrucomicrobiaceae	Subdivision5_genera_incertae_sedis	Bdellovibrio_bacteriovorus
OTU_5427	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Diplorickettsia_massiliensis
OTU_5440	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi
OTU_5437	Bacteria	Proteobacteria	Clostridia	Halanaerobiales	Halanaerobiaceae	Armatimonadetes_gp4	Halothermothrix_orenii
OTU_5422	Bacteria	Parcubacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Parcubacteria_genera_incertae_sedis	Hippea_jasoniae
OTU_5444	Bacteria	Candidatus_Saccharibacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Saccharibacteria_genera_incertae_sedis	Solirubrobacter_taibaiensis
OTU_5438	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Denitratisoma	Denitratisoma_oestradiolicum
OTU_5441	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia_chaffeensis
OTU_5447	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Vibrionaceae	Parcubacteria_genera_incertae_sedis	Nannocystis_exedens
OTU_5443	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta_alkalica
OTU_5439	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus_gentianae
OTU_5420	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter_taibaiensis
OTU_5448	Bacteria	Parcubacteria	Actinobacteria	Actinomycetales	Nautiliaceae	Parcubacteria_genera_incertae_sedis	Nautilia_lithotrophica
OTU_5435	Bacteria	Proteobacteria	Alphaproteobacteria	Actinomycetales	Nitrospiraceae	Ardenticatena	Ardenticatena_maritima
OTU_5446	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_luticola
OTU_5442	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Streptosporangium	Streptosporangium_subroseum
OTU_5449	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio	Thermodesulfovibrio_aggregans
OTU_5450	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia_acanthamoebae
OTU_5461	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Desulfocella_halophila
OTU_5454	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter_wolinii
OTU_5453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisphaera	Acidisphaera_rubrifaciens
OTU_5468	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Deferribacteraceae	Desulfovibrio	Geovibrio_thiophilus
OTU_5462	Bacteria	Acidobacteria	Acidobacteria_Gp4	Bacillales	Bacillaceae_1	Blastocatella	Blastocatella_fastidiosa
OTU_5452	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella	Zavarzinella_formosa
OTU_5464	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema_maltophilum
OTU_5456	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Magnetococcus_marinus
OTU_5467	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Jatrophihabitans_endophyticus
OTU_5457	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae_1	Desulfosporosinus	Desulfosporosinus_acidiphilus
OTU_5472	Bacteria	Proteobacteria	Deltaproteobacteria	Clostridiales	Verrucomicrobiaceae	Prosthecobacter	Prosthecobacter_dejongeii
OTU_5463	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas_cellicola
OTU_5460	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas_aurantiaca
OTU_5476	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_fermentans
OTU_5478	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus	Algoriphagus_aquaeductus
OTU_5465	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	Chitinimonas_koreensis
OTU_5485	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus
OTU_5475	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	Tumebacillus_flagellatus
OTU_5488	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Zavarzinella	Zavarzinella_formosa
OTU_5486	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Pseudobacteriovoracaceae	Pseudobacteriovorax	Pseudobacteriovorax_antillogorgiicola
OTU_5480	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_4	Anaerosolibacter	Anaerosolibacter_carboniphilus
OTU_5481	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	Marinobacterium_marisflavi
OTU_5493	Bacteria	Chloroflexi	Dehalococcoidetes	Clostridiales	Clostridiaceae_1	Dehalogenimonas	Dehalogenimonas_alkenigignens
OTU_5477	Bacteria	Armatimonadetes	Unassigned	Unassigned	Unassigned	Armatimonadetes_gp4	Unassigned
OTU_5470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_aerolatum
OTU_5466	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter_pelophilus
OTU_5490	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XVII	BRC1_genera_incertae_sedis	Thermaerobacter_nagasakiensis
OTU_5492	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira_variabilis
OTU_5491	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_rhabdoformis
OTU_5494	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Armatimonadetes_gp5	Fimbriimonas_ginsengisoli
OTU_5487	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae_1	Hazenella	Hazenella_coriacea
OTU_5495	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydophila_psittaci
OTU_5505	Bacteria	Parcubacteria	Betaproteobacteria	Lactobacillales	Lactobacillaceae	Parcubacteria_genera_incertae_sedis	Lactobacillus_secaliphilus
OTU_5506	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Parcubacteria_genera_incertae_sedis	Geobacter_bemidjiensis
OTU_5500	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_thermoaerophilus
OTU_5513	Bacteria	Proteobacteria	Gammaproteobacteria	Anaerolineales	Anaerolineaceae	Saccharibacteria_genera_incertae_sedis	Leptolinea_tardivitalis
OTU_5502	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Desulfoluna_spongiiphila
OTU_5501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Amaricoccus_kaplicensis
OTU_5508	Bacteria	Parcubacteria	Actinobacteria	Actinomycetales	Rhodospirillaceae	Parcubacteria_genera_incertae_sedis	Nitratifractor_salsuginis
