OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_11699	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	uncultured bacterium
OTU_5388	Bacteria	Proteobacteria	Gammaproteobacteria	aaa34a10	uncultured bacterium	Unassigned	Unassigned
OTU_11266	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
OTU_11032	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
OTU_11190	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_5587	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	uncultured bacterium
OTU_11504	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_8589	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned
OTU_10026	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured bacterium
OTU_8751	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_5607	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_8515	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_10731	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_6777	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_3146	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_1300	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_3957	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_7665	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_4152	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Unassigned
OTU_8004	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	uncultured Acinetobacter sp.
OTU_12168	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_3377	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	uncultured bacterium
OTU_11524	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	uncultured bacterium
OTU_4807	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_1923	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured Bacteroidetes bacterium
OTU_2542	Bacteria	Proteobacteria	Gammaproteobacteria	aaa34a10	uncultured bacterium	Unassigned	Unassigned
OTU_10178	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned
OTU_5876	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured Bacteroidetes bacterium
OTU_4708	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_6560	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_11683	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_1711	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_195	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_8375	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7 clade	uncultured bacterium
OTU_4130	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloparacoccus	Unassigned
OTU_11467	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinomycete
OTU_4018	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured actinobacterium	Unassigned	Unassigned
OTU_10796	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_9106	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_10722	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_9960	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_9351	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_1434	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_3060	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_11187	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned
OTU_6317	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	uncultured bacterium
OTU_10740	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_12355	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Unassigned
OTU_6539	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Dinghuibacter	uncultured Bacteroidetes bacterium
OTU_12260	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_10617	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidocella	uncultured bacterium
OTU_11552	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospira	uncultured bacterium
OTU_10295	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_8139	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_6607	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	uncultured soil bacterium
OTU_10861	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_1855	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_5412	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_3170	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus sp. AAP62
OTU_8287	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_3206	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_10931	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
OTU_9616	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_2803	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured actinobacterium
OTU_8891	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_342	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_247	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_9317	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned
OTU_10503	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	uncultured	uncultured beta proteobacterium
OTU_10687	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	Unassigned	Unassigned
OTU_10671	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	uncultured bacterium
OTU_6890	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured bacterium	Unassigned
OTU_4723	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_7990	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_5826	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured sulfur-oxidizing symbiont bacterium	Unassigned	Unassigned	Unassigned
OTU_9858	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_7912	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured bacterium
OTU_9010	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_7334	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_8304	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_9537	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
OTU_7585	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_4162	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	Unassigned
OTU_8897	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_11439	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Unassigned	Unassigned
OTU_3173	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Betaproteobacteria bacterium UKL13-2
OTU_9506	Bacteria	Verrucomicrobia	OPB35 soil group	Unassigned	Unassigned	Unassigned	Unassigned
OTU_454	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_10683	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	uncultured sludge bacterium	Unassigned
OTU_8668	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	uncultured Bacteroidetes bacterium
OTU_2534	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_5855	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira lenta
OTU_2819	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_4250	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_1922	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_10634	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_8298	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	uncultured	uncultured bacterium
OTU_8208	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_7178	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_7390	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4818	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured Sphingobacterium sp.	Unassigned
OTU_9231	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_11273	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonadaceae bacterium
OTU_6116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured alpha proteobacterium
OTU_4221	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Candidatus Aquirestis	uncultured Haliscomenobacter sp.
OTU_9253	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	Unassigned
OTU_11696	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured sulfur-oxidizing symbiont bacterium	Unassigned	Unassigned	Unassigned
OTU_4856	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	uncultured bacterium
OTU_4228	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	uncultured bacterium
OTU_10472	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
OTU_7280	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_10195	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_4549	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_4438	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_9910	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	MWH-UniP1 aquatic group	uncultured bacterium
OTU_4255	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_10890	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Limnothrix	uncultured bacterium
OTU_4821	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	Armatimonadaceae	Armatimonas	uncultured bacterium
OTU_2885	Bacteria	Saccharibacteria	uncultured candidate division WS5 bacterium	Unassigned	Unassigned	Unassigned	Unassigned
OTU_3083	Bacteria	Proteobacteria	SPOTSOCT00m83	uncultured sulfur-oxidizing symbiont bacterium	Unassigned	Unassigned	Unassigned
OTU_11425	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	TK34	uncultured bacterium	Unassigned
OTU_11417	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_6528	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_6903	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured bacterium
OTU_10020	Bacteria	Cyanobacteria	Cyanobacteria	uncultured	Annamia toxica HOs24	Unassigned	Unassigned
OTU_5185	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_10934	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	uncultured bacterium
OTU_9218	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus sp. PS717	Unassigned
OTU_604	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_11131	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_4371	Bacteria	Verrucomicrobia	OPB35 soil group	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_10194	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	actinobacterium SCGC AAA041-L13
OTU_7644	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	12up	uncultured bacterium
OTU_5390	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_530	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_3697	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_5172	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacterales Incertae Sedis	Terrimicrobium	uncultured bacterium
OTU_5482	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured Bacteroidetes bacterium
OTU_1514	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_10024	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	uncultured bacterium
OTU_9234	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_8189	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured bacterium
OTU_2734	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_8931	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	uncultured	uncultured soil bacterium
OTU_3871	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	uncultured bacterium
OTU_11658	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	TM146	uncultured bacterium	Unassigned
OTU_8113	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Unassigned	Unassigned	Unassigned
OTU_2245	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	Polynucleobacter cosmopolitanus
OTU_7226	Bacteria	Chlorobi	Chlorobia	Chlorobiales	OPB56	uncultured bacterium	Unassigned
OTU_369	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_11961	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	uncultured bacterium
OTU_6698	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	uncultured bacterium
OTU_11518	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_7651	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Unassigned	Unassigned
OTU_2316	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	uncultured bacterium
OTU_7321	Bacteria	Cyanobacteria	Chloroplast	Heterosigma akashiwo	Unassigned	Unassigned	Unassigned
OTU_11445	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned
OTU_3658	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Spirulina	Phormidium sp. MBIC10025
OTU_9334	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Stenotrophobacter	uncultured Acidobacteria bacterium
OTU_12024	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	LD29	uncultured bacterium	Unassigned
OTU_206	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Candidatus Methylopumilus	uncultured bacterium
OTU_7128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystis	uncultured bacterium
OTU_2676	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	FukuN57	uncultured bacterium	Unassigned
OTU_9266	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_7317	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter	uncultured bacterium
OTU_8958	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	Unassigned
OTU_10933	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	uncultured bacterium
OTU_1302	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_12367	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	uncultured	uncultured gamma proteobacterium
OTU_7824	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	Unassigned
OTU_9615	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	uncultured alpha proteobacterium
OTU_9098	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured bacterium
OTU_11743	Bacteria	Cyanobacteria	Chloroplast	Phalacroma mitra	Unassigned	Unassigned	Unassigned
OTU_3301	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	Unassigned
OTU_10938	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	uncultured bacterium
OTU_1353	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Planktothrix	Planktothrix agardhii HAB637
OTU_7960	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	uncultured	Unassigned
OTU_10900	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	uncultured bacterium
OTU_10783	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudohongiella	uncultured bacterium
OTU_7844	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacterales Incertae Sedis	Terrimicrobium	uncultured bacterium
OTU_8946	Bacteria	Proteobacteria	Gammaproteobacteria	aaa34a10	uncultured bacterium	Unassigned	Unassigned
OTU_4838	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	uncultured bacterium
OTU_10486	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_4628	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	uncultured bacterium
OTU_4753	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Prochlorothrix	uncultured cyanobacterium
OTU_5084	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	uncultured bacterium
OTU_11781	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured actinobacterium	Unassigned
OTU_4060	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudohongiella	uncultured bacterium
OTU_4436	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Limnoluna	uncultured bacterium
OTU_8303	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	uncultured	uncultured Bacteroidetes bacterium
OTU_2963	Bacteria	Bacteroidetes	Bacteroidetes VC2.1 Bac22	uncultured bacterium	Unassigned	Unassigned	Unassigned
OTU_7233	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured bacterium
OTU_8893	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	uncultured bacterium
OTU_8106	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Aphanizomenon	Cuspidothrix issatschenkoi
OTU_4711	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans	uncultured bacterium
OTU_1170	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Aquiluna	uncultured bacterium
OTU_11509	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	uncultured bacterium	Unassigned
OTU_12192	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	Unassigned	Unassigned
OTU_4310	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Paucimonas	uncultured bacterium
OTU_7156	Bacteria	Actinobacteria	Actinobacteria	PeM15	uncultured marine bacterium	Unassigned	Unassigned
OTU_11704	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_8706	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	uncultured bacterium
OTU_416	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pseudarcicella	uncultured bacterium
OTU_11263	Bacteria	Cyanobacteria	Chloroplast	uncultured diatom	Unassigned	Unassigned	Unassigned
OTU_9518	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	uncultured bacterium	Unassigned	Unassigned
OTU_10924	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	uncultured actinobacterium
OTU_2809	Bacteria	Cyanobacteria	Chloroplast	Guillardia theta	Unassigned	Unassigned	Unassigned
OTU_10226	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
OTU_482	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29 marine group	uncultured bacterium
OTU_7103	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira lenta
OTU_11096	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	uncultured bacterium
OTU_4499	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	uncultured bacterium
OTU_7357	Bacteria	Acidobacteria	Blastocatellia	Blastocatellales	Blastocatellaceae (Subgroup 4)	Unassigned	Unassigned
OTU_10699	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Cylindrospermosis	Unassigned
