Prevotella	Peptoniphilus	Anaerococcus	Porphyromonas	Bacteroides	Finegoldia	Lactobacillus	Dialister	Faecalibacterium	Streptococcus	Campylobacter	Sneathia	Gardnerella	Corynebacterium	Bifidobacterium	Coprococcus	Mobiluncus	Collinsella	Blautia	Clostridium	Ruminococcus	Atopobium	Roseburia	Lachnospira	Sutterella	Dorea	Peptostreptococcus	Phascolarctobacterium	Fusobacterium	Actinomyces	Oscillospira	Parabacteroides	Moryella	Gallicola	Megamonas	Delftia	Citrobacter	Pseudomonas	Bilophila	Parvimonas	Megasphaera	Paraprevotella	Desulfovibrio	Akkermansia	Peptococcus	Bulleidia	Odoribacter	Staphylococcus	Butyricimonas	Arcanobacterium	Haemophilus	Varibaculum	Granulicatella	Neisseria	Veillonella	Anaerostipes	Rothia	Shuttleworthia	Mogibacterium	Acidaminococcus	Aerococcus	Eggerthella	Slackia	Coprobacillus	Facklamia	Aggregatibacter	Alloscardovia	Lachnobacterium	Acinetobacter	Gemella	Capnocytophaga	Catenibacterium	Leptotrichia	Arthrobacter	Adlercreutzia	Aeromonas	Ureaplasma	Mitsuokella	Turicibacter	Lautropia	Lactococcus	Nitrospira	Vibrio	Escherichia	Bacillus	Anaerotruncus	Synechococcus	Streptomyces
Bilophila	0.667233264445025	0.0108158784282516	0.00784401037555967	0.413698053547975	4.79193588685689e-08	0.0637349431041703	0.349235653894594	0.212588599313969	0.0506029713613862	0.480489521753777	0.659408936366717	0.794002325371018	0.707315249736072	0.476450336162847	0.122888316883249	0.0051392150699118	0.233110865676417	0.00221790506710515	0.151961371046953	0.940973326630206	0.0140297659310241	0.842860994366	0.34902685461524	0.00263616051757949	0.00370344205695784	0.000150966662780648	0.402733721889892	0.000989647136673269	0.922847349123208	0.413983399849716	1.18608077376681e-06	8.17825801157824e-08	0.909626314550382	0.256642349759149	1.55413597880675e-07	0.189618463274044	0.312686457622068	0.447081576040669	0	1	0.00207172059091164	1	1	1	1	1	0.550835025051374	1	1	1	1	1	1	0.495893156658183	1	1	0.000900046684654343	0.000616197044224939	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0212311392472652	1	1	1	1	1	1	0.527862977835878	1	1	1	1	1	1	1	1
Parvimonas	0.320795511106904	0.163099850476762	0.342508118839964	0.59490699769511	0.588140657771033	0.231891074942537	0.65299352506045	0.619795350674454	0.488651064932922	0.00359500802485303	0.475118220156929	0.0682526114076646	0.573643250639078	0.477876391570156	0.352732913376484	0.649071514519896	0.63219194256372	0.826430263699041	0.637459525598888	0.62185929892497	0.715671690596135	0.291582511706277	0.332552163890336	0.510894206158705	0.910024112347293	0.45000811160281	5.64350432985007e-06	0.733434652274683	0.00401313133354157	0.178965741234169	0.988611662786406	0.523344409271855	5.8682668013059e-06	0.64745298732925	0.685112650433466	0.362443709069405	7.29067925332456e-08	0.837525864261519	0.635853902050726	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.49135733556566e-05	1	1
Megasphaera	0.145285293672202	0.26903264692672	0.12734848526416	0.270945030831386	0.064649985310119	0.418512718874723	0.720061464171254	0.782941953200497	0.715010182950532	0.304599452339722	0.7283791024086	0.694339419894016	0.936669949148692	0.520892457452346	0.80385051904572	0.707765022272726	0.812586273757653	0.673819543757982	0.778754000895344	0.367375337406101	0.443254112098373	0.288404503172876	0.941568377956191	0.671237203908815	0.915210273712627	0.0113672643222046	0.673747312068186	0.0267155870635591	0.405501039400726	0.667845540802431	0.215190050147331	0.0315582624379635	0.677579101035862	0.360895959933418	1.2663495460436e-07	0.494341080433409	0.717195525738408	0.936196812910602	5.57813837079062e-07	0.753842070181864	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0916058842349248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Paraprevotella	0.766627102768893	0.630053449057148	0.114765418984361	0.167774258701683	0.620166415981788	0.223249744595127	0.59689476057301	0.0830888725717743	0.110474957366084	0.412559016249514	0.748844374374157	0.654592730170953	0.463519628635694	0.53039173611998	0.363953456338554	0.032916457939667	0.678056341785774	0.022524546567107	0.0640405559522179	0.00253778474478478	0.000835522163632977	0.364271232296788	0.2712835935928	0.0357774045765406	0.0985857166215319	0.0814122650651722	0.683780975555605	0.061696202883088	0.579705698568129	0.385992817393914	0.0267575844040428	0.144792002942399	0.675676927708145	0.644223113538795	0.160481227522701	0.602545899995227	0.910082799603331	0.620820941042895	0.679281416678984	0.754555707216045	0.862958406530425	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Desulfovibrio	0.189612572757872	0.08841488704145	0.244816790035541	0.475844347368598	0.00196103946486069	0.368125152984669	0.681145629272473	0.356847057790566	0.0333410666545873	0.674623691680059	0.479384223672887	0.761907454139163	0.797836012991462	0.681070794334093	0.33291558973582	0.0195062227990488	0.592762550673429	2.32147217788121e-06	0.0756276648103558	0.120396858717722	4.50048466029736e-09	0.562329938585353	0.790119464967638	8.42264628804318e-05	2.63383252994622e-11	0.251616489003028	0.489030679585111	0.000293983245028692	0.735116702279704	0.392330752159526	5.84874419273311e-06	6.22319475653963e-05	0.729998738885752	0.619362694969066	0.661029498836813	0.932832811424483	0.917197797241865	0.941869822512914	0.0123183030052559	0.96972201674179	0.597556054175332	0.142661250402687	0	0.000246606077612254	1	1	1.92548902135316e-07	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0851001241824288	1	1	1	1	1	1	1	1	1	1	1	1	1
Akkermansia	0.0721627443754586	0.0668994613923528	0.166868470604373	0.523542925102607	5.57614411008357e-06	0.228772571691278	0.733024281883814	0.102308063811601	0.036191935870447	0.583922011247043	0.997005667818473	0.618364826428957	0.789325346982055	0.558372618430291	0.347370785076115	7.5210779755227e-06	0.802007785646943	0.0217044334044509	0.0817427894928554	0.100304755582726	4.30455652618382e-05	0.56272589538575	0.617082350158298	2.31792820556803e-07	1.41700992758144e-05	0.350553492690812	0.558994529825292	0.00146390964860778	0.911852419393581	0.69183697384403	1.94987412945496e-05	4.72379877929217e-07	0.704464326572654	0.667308256787704	0.918479593753532	0.793611813608447	0.790742652646521	0.789669772391634	0.00596207315365882	0.544159592125621	0.576830999833899	0.0920757624136053	6.58670079092558e-08	0	1	1	8.65897983159939e-09	1	1	1	1	1	1	1	1	1	0.0921060913500184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Peptococcus	0.73073489344444	0.0415230617033589	0.706067663164529	0.712439807143176	0.212313833477332	0.734725239605687	0.508786719870887	0.591637645055693	0.146283241320736	0.531850502307131	0.810537316741562	0.0241262496944673	0.646167411096598	0.762915869825776	0.110736045303067	0.125952095377722	0.631410815775148	0.181636585405105	0.115629849136328	0.964294383031768	0.163273126446005	0.854081943292547	0.0468952763332389	0.135079592032309	0.154581867895626	0.0623212866932187	0.075030201325721	0.36349469288556	3.55150633120218e-05	0.1287171490753	0.219191519160603	0.326983162128067	0.906211344051389	0.248602057102758	0.683655722801184	0.5633359376322	0.304128795021088	0.989382706078606	0.400646224941573	0.014902650556023	0.793774199926358	0.917648461419151	0.464597868537716	0.610488756867142	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Bulleidia	0.299155864332192	0.798813444038899	0.30669888569506	0.70278654563614	0.564196069708341	0.377082116935471	0.615962867203521	0.345716994056712	0.548810333385574	0.0855667877654609	0.0911358802266632	0.566979936785579	0.469401482454459	0.478114626777243	0.47862782397363	0.825622453918403	0.871809482626492	0.306235838194178	0.531331674058971	0.474953782771101	0.563129887161713	0.528199243029321	0.35427357781521	0.788351193898897	0.741428761977747	0.521507260987293	0.124454587750701	0.61702343570692	0.138276507716409	0.244565526483927	0.872248622139636	0.646693138115195	0.640162238173873	0.558519484480477	0.665756030115864	0.383281544607555	0.0138656045373993	0.676834176839584	0.764990373362415	0.155322988470529	0.419274557812237	0.564826349643933	0.862101856405365	0.912413688330455	0.233012246981904	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Odoribacter	0.274465137025427	0.00237762400183153	0.0193832276784252	0.245859113687264	8.82653735218371e-10	0.061694071365892	0.519178997503488	0.0213663459783705	0.00543324528208407	0.432254645282546	0.396069069012392	0.627069350473587	0.681108428480925	0.369289556116438	0.0712352085610628	0.00036581699165359	0.308436961861056	0.0010673687164318	0.0104751904355989	0.20557604502313	1.6407069718871e-07	0.53317045263815	0.282352695489419	4.52953785808504e-06	1.39890237511976e-10	0.0179447192063542	0.598986177715976	1.75378660134703e-09	0.967906922798016	0.829539742870435	2.5706562127774e-10	2.5774496031119e-09	0.938508525460809	0.453309574997975	0.880967364592707	0.506444487086529	0.121480173428176	0.572040379163616	0.000152164371561153	0.424238415000241	0.456778269623689	0.0788857866439925	5.08178680747732e-11	2.28047928143255e-12	0.582970506608608	0.529462831123034	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.008413381322386	1	1	1	1	1	1	1	1	1	1	1	1	1
Staphylococcus	0.0199070486706834	0.491119142222883	0.0211479725258842	0.311051546007677	0.293620157763509	0.0243113773776818	0.218019018260971	0.993953954409319	0.911449584529315	0.210736072764498	0.198328398728842	0.807401271032859	0.596631517169963	0.0174883852020844	0.541774599741473	0.895073841268014	0.608968230527449	0.765647485700285	0.566030452028507	0.420526491114696	0.925467308731357	0.462709571200835	0.745972828993368	0.868514067839323	0.979981597527972	0.557417684649839	0.355205449943155	0.623468470752133	0.910648382809793	0.774774738591113	0.42284781450318	0.193293610004289	0.575498324235394	0.461200419315544	0.473709721064588	0.0939026561106915	0.700912531734399	0.350319419821185	0.289870136751408	0.460582211191341	0.487088878076235	0.313902197704221	0.898624227192919	0.471836310006185	0.445149463170743	0.363098360754556	0.36602661097836	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Butyricimonas	0.711952328262352	0.0189390291514462	0.021075712263652	0.714725227937828	2.20533196806549e-08	0.0396406254814766	0.410848388929518	0.0182127273086997	0.00538785019046529	0.731488907443789	0.755600093737192	0.586346322194439	0.336964024717438	0.355235762480826	0.0388243695684545	1.97532493155142e-05	0.0244498585824436	0.266409923485063	0.0338115159554427	0.820858883020583	0.0154039946713205	0.489683766133709	0.00919008569198198	2.23036492213866e-05	0.0793901453682882	0.0248003403068249	0.448614524634734	4.66449952384319e-06	0.488661756938747	0.167629087025548	2.29777351907547e-07	0.000135271145499329	0.709319213426529	0.435399404241427	0.608902408972472	0.205887793604782	0.614657670175685	0.470140853993755	0.00484017114152063	0.961664031628046	0.392143284030795	0.45971804280662	0.509387109651542	0.0340781738797574	0.288347224464925	0.657092807027827	0.00340638907908875	0.376425608492937	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Arcanobacterium	0.549561281993234	0.0842163795667883	0.663598109614269	0.0695862623285751	0.236440626290072	0.367134052354379	0.510087507563821	0.0193635738983832	0.297751507449009	0.788467623017791	0.334494149971158	0.493876148453813	0.80691155279104	0.163690213145231	0.202561618045678	0.204936570194199	0.474315178576074	0.350151911436686	0.286190755364383	0.52824003386646	0.262883197129573	0.634985325953948	0.715056525093996	0.292469924905867	0.428849046233821	0.212409227019055	0.932396625455684	0.153547339903713	0.692635653866447	0.989938343755613	0.1498900756869	0.133726977632448	0.930216278896592	0.881592482762216	0.536295200173145	0.781860413230396	0.638870572976681	0.732538522979035	0.321523350811785	0.919512915243023	0.372517552357066	0.237676105782932	0.523195537616228	0.264284634231422	0.610509613962325	0.593330463251494	0.203838300153392	0.422730459321213	0.558508010443851	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Haemophilus	0.599084518899985	0.333690509119242	0.408741190061672	0.358069616488381	0.0320099924906637	0.643688444458695	0.730377447917032	0.64045448350969	0.746591586122583	0.891473470232186	0.942684712928288	0.522803434428628	0.529548528226945	0.0398831204242707	0.860251842371143	0.0134986333919737	0.731766093089926	0.987122070716282	0.778703165508103	0.643515302073344	0.910098036277152	0.92078802139034	0.500896574465907	0.0682283528092731	0.602765964485382	0.377524655291935	0.218348256396717	0.801866521585743	0.701876755744133	0.525409296955996	0.382679174050568	0.19748192940882	0.654363172770895	0.490028130479697	0.0126819525598567	0.763899019473229	0.735579719840663	0.00124056807730524	0.00363686787100127	0.489127157015047	0.0584855297491569	0.645052110520175	0.715429032866208	0.0715244818781138	0.657806897100083	0.859448852293218	0.534397743377295	0.588844886018906	0.162596634433556	0.857294567067094	0	1	1	0.00163026491357854	1	1	0.000157151284721177	0.000105875978436124	1	1	1	1	1	1	1	3.12167561511393e-14	1	1	1	1	1	1	0.000385513716803831	1	1	1	1	1	1	8.66730030406683e-05	1	1	1	1	1	1	1	1
Varibaculum	0.0208996666276904	0.000456485493369646	0.000893884520099894	0.0513848571686289	0.0579527921722316	0.115717799289508	0.704321126440152	0.820803415535569	0.0598726847541155	0.622068949816647	0.688525730061721	0.223099250194772	0.686560470642714	0.0259635704832354	0.0930679537942543	0.0378591088036224	0.352750150448545	0.285201528928442	0.116593518965973	0.200305469119871	0.0780671210700005	0.337958796600828	0.228301378834564	0.0677476469661644	0.248426209292066	0.0583346781671771	0.791690712038081	0.105692738700828	0.533691253303636	0.396750737700321	0.0675258659678532	0.177350430308033	0.867908851392865	0.0341211904301283	0.45027528448321	0.359622130061641	0.608275026120385	0.565439322988133	0.110060276516783	0.840075826957916	0.534984980446516	0.863132627151073	0.27624477888694	0.276291207392666	0.91885239315759	0.879649054392221	0.140801488766395	0.131059898528636	0.296715838290214	0.22320145398879	0.824335181444431	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Granulicatella	0.216381978280997	0.362114740879391	0.33155353078307	0.408171273303763	0.759985792960247	0.429698139821693	0.695817675441402	0.499538593575823	0.71349515238086	0.5463687041356	0.489806853686234	0.813577539816612	0.507756072535222	0.457915131228418	0.581770025868244	0.898239737443568	0.658673742913718	0.476831416310065	0.729984466444655	0.534178730033693	0.716396430130748	0.70632802470495	0.532527861143862	0.949398077298375	0.960802227408205	0.593874358389946	0.0125497379530237	0.869320992622691	0.549402683019465	0.000162581609721327	0.889077471011038	0.987533162379347	0.841843173650987	0.513883512583149	0.921340529661907	0.452773519695094	0.0333155351471584	0.834334194236137	0.783668360828531	0.0902062334168611	0.879768464157161	0.661161488738718	0.749748093121552	0.89961519236403	0.766986863528135	0.616069373862344	0.741463683799054	0.495868976738148	0.84724898704017	0.582656863610568	0.8159461244067	0.393277023539043	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Neisseria	0.435509061939505	0.277474014580166	0.289864118705986	0.761173156896442	0.00602780568033198	0.465606915035901	0.788575093806026	0.662959932913344	0.701191014088305	0.641726489873733	0.748301349190652	0.5972000516961	0.645776403239727	0.657759472400886	0.59816975120847	0.0149169138531139	0.234617928456934	0.91114972278407	0.688787117188815	0.798596945348854	0.956749452926078	0.792600214203135	0.182537841260456	0.0665720305158239	0.934371748348268	0.191286051195233	0.76471203357488	0.94149641196413	0.878432126340993	0.833460879022356	0.191183006186134	0.050348263435559	0.715764954366278	0.508810918874662	0.000381377039189607	0.983203065249897	0.78249407903792	0.567985116381732	0.000136798112181568	0.599999907690908	0.00529398676144848	0.754208393517269	0.743240643692621	0.0632092258500073	0.39493460343311	0.891705056844641	0.453097033531575	0.703538922293392	0.175583988849442	0.324570406166928	4.38478997734949e-07	0.311962137181639	0.689189675835506	0	1	1	6.77268753509943e-09	2.32812148646554e-07	1	1	1	1	1	1	1	1	1	1	1	1	0.00232624789060178	1	3.14939028194808e-33	1	1	1	1	1	1	1.36661551099581e-19	1	1	1	1	1	1	1	1
Veillonella	0.866143648092968	0.86767400285704	0.970750234105315	0.523880357139362	0.605574065330416	0.83180303258498	0.720928009605017	0.0584170819695591	0.985815150190229	0.933790799889067	0.980139611401596	0.587501002560233	0.85156255472915	0.13375433816631	0.948146851558727	0.656395690530791	0.728088099372841	0.438307508090468	0.779989357724526	0.540244427835709	0.524733900402939	0.692658873575001	0.829647969481863	0.941437772095807	0.804376006539919	0.623256546206667	0.859980047608519	0.596253302427749	0.9587640685781	0.322484102207065	0.790726198801191	0.868573235773617	0.704313866208957	0.485535809068465	0.0879480307021172	0.603466743962416	0.98537166753542	0.951312543049802	0.197056119141683	0.537538016465308	0.1722518125042	0.632450303665843	0.482546832684012	0.758758349535681	0.183332613047886	0.718283995475584	0.851178661382783	0.000345039885291473	0.787155933006426	0.719084510728003	0.128535582460757	0.372141657185903	0.753957750948739	0.00314730748534681	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Anaerostipes	0.282828433328402	0.108388336989079	0.117394058549443	0.415750728720169	0.0626233896922861	0.488064365578414	0.509958895726263	0.022917087749441	3.68678708425661e-08	0.408101694160251	0.344717618735466	0.431939197223839	0.3349418779952	0.36893100541775	2.97489329646752e-08	2.36212052956713e-05	0.752743093595572	0.00010512283735254	1.68390204550697e-09	0.802705614963023	0.000113435041628817	0.319013951297123	0.00151147821922045	0.00684023775970575	0.975331559015737	5.39890584212732e-07	0.332604118081961	0.072877817970589	0.471547282938566	0.10268087657979	0.000565046588074699	0.0507696899451789	0.515569095808382	0.67507012979795	0.00267256878547483	0.794920073928372	0.612006354334751	0.663102654214023	0.00919976037025846	0.433208692934533	0.177136133678251	0.0169145630798852	0.781057155512013	0.769697847308852	0.139746024157468	0.410361548388849	0.714948839249378	0.992956238921991	0.0230401555190652	0.358695237982731	0.092151102298214	0.226303825930317	0.756768119660855	0.0435935947291614	0.707916945628135	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Rothia	0.133663601939716	0.155772174349382	0.212690068022962	0.457957436221442	7.1993539018815e-06	0.375476027889823	0.921502252797457	0.219345773913529	0.167726940283838	0.715698010026977	0.904061852368571	0.576833587504809	0.612720270272235	0.538092390591944	0.328709993353541	1.10255692357954e-06	0.857228403650259	0.311071616842184	0.248144620131315	0.763629569703158	0.167013974239233	0.910487833521608	0.255156038475765	6.20811409891037e-05	0.286463444157466	0.0540714822219899	0.796357436271205	0.24158171455377	0.836560236106905	0.459327398646949	0.00561197422651681	0.000479129314222991	0.719524464211139	0.585955112892412	0.00179173089843851	0.789947588659675	0.859074732040306	0.659131564095107	2.41623271048146e-07	0.638247546041262	0.0134038136848255	0.971929645241978	0.272412567360759	2.51931322073354e-05	0.409410888550098	0.919892916572527	0.0115548905661987	0.655598703412482	0.00579411871372128	0.293594285238945	4.19293715904955e-08	0.266945402597505	0.534407098269908	1.78322473278026e-12	0.0185022635863643	0.0101822226381595	0	2.16121643174996e-22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.07768317418596e-11	1	1	1	1	1	1	3.60305767164637e-18	1	1	1	1	1	1	1	1
Shuttleworthia	0.349028852650916	0.321940777002	0.28211663517122	0.506697173182632	0.000255956706526939	0.472750266578263	0.76010851075803	0.350818678189152	0.346446855153476	0.807927416343473	0.989522140046386	0.688280165567727	0.732722485257079	0.610428945637051	0.43546597094981	5.14805941174501e-05	0.78349963919939	0.716879774219215	0.458353750070488	0.965092008425596	0.72904634862233	0.988734475529846	0.33136332415159	0.00325239063555748	0.965291391051857	0.061860039418973	0.984263673380867	0.610532425762195	0.975437769980377	0.538557399607527	0.0553034769857122	0.00635712263602333	0.806057943703467	0.645654746979624	5.80184043072934e-05	0.559530162508305	0.83609724388782	0.750742895517988	1.65244581449434e-07	0.657057966464114	0.00162779233775373	0.899871652884347	0.840646966470782	0.00346839895185759	0.577104158568999	0.842880115630767	0.166685607745787	0.490456619930275	0.00985078708589211	0.392825517508555	2.82185443593081e-08	0.408790192367409	0.500158123775423	6.14766698300908e-11	0.0168685206194828	0.00505895059300497	5.65171661022479e-26	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6.47441548179407e-11	1	1	1	1	1	1	2.36041933491165e-13	1	1	1	1	1	1	1	1
Mogibacterium	0.0296613091753821	0.0125444791540053	0.106480818063344	0.00106799200821609	0.0912544463504373	0.197262581587842	0.729753476322196	0.44628320271809	0.442309240221064	0.0474916322524351	0.411996894362084	0.331039994861105	0.202832688858875	0.890551713397257	0.56925607211307	0.358270754531953	0.58902756873139	0.57102512489438	0.371654318409233	0.00996920121459561	0.38182993721269	0.110381587320505	0.243968461298488	0.336015887921429	0.149945725491657	0.206986774231177	0.0906888123613248	0.233364874587775	0.35025328995403	0.159762616352474	0.178056874002692	0.181390219114951	0.729086394103458	0.00021609745914596	0.608723912900468	0.138898064415094	0.606362706060686	0.754366641533444	0.151500647722846	0.506453742827553	0.231300914438214	0.510014905020037	0.507223521170228	0.778438928666601	0.928534340613093	0.423633704393611	0.34995576018394	0.914161581630098	0.315464671014849	0.234476888432467	0.381581125525436	0.00292050571953263	0.422216057002143	0.489910342208512	0.858036952178024	0.536995268725272	0.570804998218042	0.617341267860062	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00312020254465921	1	1	1	1	1	0.0136290206365234	1	1	1	1	1	1
Acidaminococcus	0.257245076140033	0.333353717541913	0.427443753567074	0.746903962907235	0.172075980462965	0.543447116403391	0.81831806648272	0.385369681398503	0.994187704874123	0.0702459546171857	0.542337263409086	0.755509466574156	0.584177088255075	0.984746613813142	0.75945050147471	0.655142710904733	0.681817295217141	0.56370795144997	0.895967399591931	0.85263783255877	0.695281338860542	0.844572992249814	0.875133624646816	0.894920092758207	0.987699887118152	0.54705767937449	0.533883588007652	3.59531122257253e-06	0.759535817183206	0.506008623577017	0.388348043214923	0.0928314009891999	0.815175485218589	0.727178077465099	0.793304111579223	0.696963855032772	0.868816105244826	0.785154472041479	0.337160329671054	0.713592036663903	2.50494624651148e-05	0.71182478350262	0.776477089025662	0.75682423269867	0.547670319293126	0.242827551617386	0.113470975870096	0.746248738485485	0.0117099108186464	0.629289929760099	0.701530977968802	0.772235418835744	0.776607021546795	0.750665286205612	0.847478391403041	0.590399591234895	0.737758803381278	0.815256726232245	0.643534148009756	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Aerococcus	0.630327717610973	0.190668400698593	0.477358282412342	0.481692615449978	0.99700752272297	0.384610719349071	0.845232116047953	0.463118068059857	0.967330180666461	0.745246443066739	0.589414679536678	0.0242235986449717	0.00388107128167869	0.555269366909906	0.604074971122183	0.571123900082667	0.101783703076863	0.6465446072713	0.635210665615947	0.436023310034885	0.645579305777037	0.00153858500413662	0.766163191122506	0.660884940243692	0.638626695064376	0.630248882235521	0.00377613745113232	0.9981090318985	0.643582374748547	6.67436898418584e-05	0.976091098732345	0.439383025534115	0.915144096564296	0.600860472963587	0.223202512728818	0.450085887620718	0.530570904550403	0.691723984918872	0.72441169183812	0.906928173249472	0.965283609881212	0.990859194067987	0.681686532852598	0.0800639563082351	0.810254239900388	0.858177551775581	0.362059473121626	0.497267060191598	0.453115907162072	0.481543605833613	0.637320247143987	0.460307386573495	0.89879374682279	0.767753750941578	0.683819818223481	0.475069510342248	0.712929340663717	0.825964665725683	0.723128538477082	0.771289570754887	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Eggerthella	0.505945052934684	0.19787897876882	0.0599740669461715	0.157514086805095	0.000748923770011962	0.808210081149209	0.438065611028958	0.663333042347804	0.129307059406925	0.165390394816454	0.407383173019171	0.820141733358723	0.204183167832603	0.204292607245799	0.156432084983111	0.291265994876065	0.761644724202167	0.0724555963801816	0.0144251586555104	0.861610607190912	0.0191145796191159	0.75488775448861	0.479560292132353	0.296936715667355	0.000138349366028069	0.0200528849451447	0.442197138013225	0.00061322791875433	0.811945015309573	0.249630606309143	0.00658200177074012	1.51882929118475e-08	0.606559998833644	0.324206468041283	0.569607139239543	0.512996193101163	0.0502081453917967	0.435800803910096	0.00220803442015645	0.317632770477058	0.0627704621588824	0.40507419861255	0.0306771447648106	0.183361042494016	0.344506708768734	0.712941962708433	0.00432456382355879	0.526660181223957	0.19167189063203	0.433573608886401	0.83400884033246	0.596427509508399	0.919579737285452	0.874439845775699	0.836873729931693	0.257522643394241	0.451923424811822	0.675924818633638	0.321642085784243	0.191437155438364	0.897375781390797	0	1	0.0439883451031608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Slackia	0.00707806620266638	0.997710375405592	0.494278451303994	0.117334817958911	0.544690156024255	0.669454387173731	0.427015593297551	0.99951714049351	0.598931146796724	0.0201495398499534	0.268973073996566	0.428810805269532	0.183475634366021	0.256486074740422	0.735159909698559	0.452841505858338	0.465549167878406	0.543444476990363	0.458483741245189	0.209770519964882	0.408203026697344	0.0968626711435873	0.539280911138458	0.375897964141745	0.543444545878508	0.478666210555201	0.964000984611386	0.209363693507791	0.987051445945219	0.883583462327561	0.60471300880081	0.851495503497959	0.00032239648689916	0.421377390563343	0.693151069584336	0.230844407849292	0.610874561286224	0.547429298510289	0.688118564916396	0.0648777825379204	0.373187979353155	0.546787451098642	0.833335440767691	0.539349223152529	0.892210426822581	0.235867712245248	0.959982516221047	0.572884395028136	0.909804445881004	0.0546684695248832	0.259670525545632	0.222663187061532	0.907915602753274	0.347767457214501	0.459770246977568	0.301754281213536	0.338669462652726	0.471055327544183	0.354486899511642	0.0105850280539452	0.839730876677302	0.582995966656876	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Coprobacillus	0.314173333294697	0.849216398153913	0.13167584360116	0.370180766172637	0.351482047583775	0.82577044990535	0.675732664447702	0.00835734061604657	0.414273584070323	0.589464894455523	0.252285145783846	0.284840613269513	0.554274329046462	0.356559881145339	0.543536671837112	0.364312316023909	0.985828435480217	0.755409369523172	0.464314119620172	0.401397610089141	0.335917108292118	0.412988490389266	0.279434315929001	0.339261128757035	0.472237121994059	0.273309052948983	0.958040983026215	0.561949752989109	0.0125344591217918	0.363605358906741	0.765079662379638	0.0151876691581412	0.945317757249947	0.5263297747365	0.0663010106181516	0.371043009076127	0.729555082489356	0.687168921167753	0.0508269167517242	0.484218298785283	0.00374890299236815	0.569726381757055	0.5951452464337	0.614875586383069	0.237512181733982	0.868469367847392	0.904576153452002	0.298953237101416	0.582962494977148	0.548255581512392	0.744773220083266	0.474902714247894	0.954747604304777	0.434701254980878	0.479862357788867	0.81358295316985	0.502885256989029	0.352744743306837	0.364888438355629	0.428696767391905	0.97812095789302	1.19826600662383e-05	0.942424439254795	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
